,FR_TIME,TIME_FRACTIONAL_MS,EXP_SEQ_NUM,TX_MSG_NUM,STEP_NUM,MODULE,BW,SF,CR,CRC_EN,LDRO,SYNC,IQ_INVERT,FREQUENCY,TX_POWER,DISABLE_AMPL,MSG_LEN,ACCOMP_INFO,DEV_ID,MODEM_ID,IF_CHAN,COUNT_MS,RSSI_CHANNEL,RSSI_SIGNAL,SNR,SNR_MAX,SNR_MIN
0,2000-01-01 07:25:30,0,2,0,13103,13,7,10,1,1,0,18,0x00,399887500,0,1,4,0xDEADBEAF12438850DEADBEAF5500F101,4,0,7,806038,110.00,97.00,-16.00,0.00,0.00
1,2000-01-01 10:51:56,0,2,1,19279,1,7,10,1,1,0,18,0x00,1981438000,0,1,4,0xDEADBEAF12438850DEADBEAF5500F101,4,0,7,314701,110.00,97.00,-16.25,0.00,0.00
